16 1106 4281
0 170 414.79 -471.96
1 170 437.33 -576.28
0 171 -8.280029 143.89
1 171 205.29 170.16
7 171 -126.56 249.29
10 171 -118.18 308.65
15 171 -63.17999 332.93
0 172 397.67 -137.61
1 172 523.38 -233.26
7 172 318.5 39.34998
0 173 112.58 -91.83002
1 173 240.92 -94.20001
10 173 46.42999 46.27002
0 174 117.62 -565.6801
1 174 103.87 -555.99
6 174 296.8 -594.5
7 174 129.29 -429.28
9 174 323.76 -373.47
10 174 102.17 -496.03
0 175 333.54 -215.76
1 175 428.64 -290.18
15 175 450.03 -112.07
0 176 44.28003 -138.49
1 176 159.13 -118.41
15 176 42.84998 -44.46997
0 177 460.24 234.42
1 177 770.92 115.02
0 178 264.3101 49.03003
1 178 441.55 -2.049988
10 178 208.11 225.09
0 179 346.3199 435.54
1 179 736.11 352.37
0 180 576.75 44.35999
1 180 818.64 -116.06
0 181 505.76 347.23
1 181 854.9 222.26
0 182 194.7 402.5
1 182 558.53 358.54
8 182 -5.359985 115.53
11 182 332.91 -342.89
0 183 -203.78 171.51
1 183 74.14001 239.42
0 184 268.97 0.8599854
1 184 430.13 -51.65997
15 184 332.9301 174.97
0 185 194.55 479.72
1 185 579.79 438.66
0 186 -126.1 458.7
1 186 236.85 499.01
2 186 -408.05 210.99
12 186 -435.1 441.73
0 187 -450.52 -5.200012
1 187 -217.48 140.31
2 187 -589.23 -291.84
0 188 -465.37 293.89
1 188 -133.74 421.51
0 189 -199.14 236.8
1 189 102.07 300.43
0 190 -54.51001 238.95
1 190 243.12 264.18
0 191 -439.09 95.48999
1 191 -172.12 229.73
0 192 389.92 -87.69
1 192 536.5 -181.83
0 193 227.79 232.46
1 193 525.87 179.68
10 193 148.55 438.69
13 193 420.61 -40.23999
14 193 604.9399 -511.6801
0 194 525.58 131.62
1 194 793.55 -8.830017
0 195 416.77 547.11
1 195 853.08 454.52
0 196 -29.31 -343.22
1 196 41.89001 -295.4
0 197 -153.84 -524.12
1 197 -134.61 -423.43
4 197 -658.01 -263.37
7 197 -148.55 -446.65
9 197 72.90997 -446.55
0 198 255.41 256.61
1 198 564.67 195.82
6 198 -79.57001 292.39
11 198 395.35 -478.79
0 199 225.76 505.79
1 199 621.28 458.16
0 200 169.39 524.12
1 200 564.54 491.9
0 201 -275.22 -425.48
1 201 -208.56 -294.19
0 202 579.34 -246.06
1 202 707.9301 -414.31
7 202 482.47 -49.34003
15 202 802.9399 -122.18
0 203 172.15 507.88
1 203 562.1 474.22
0 204 248.83 515.78
1 204 647.8 463.2
0 205 586.47 -266.47
1 205 706.87 -437.84
6 205 576.5699 -135.21
0 206 -225.64 511.28
1 206 148.67 575.53
2 206 -508.05 274.02
0 207 88.53998 -557.1899
1 207 79.48999 -537.39
0 208 395.75 -7.880005
1 208 577.01 -104.96
0 209 624.03 -330.65
1 209 721.38 -517.33
0 210 -777.19 -524.3199
1 210 -664 -227.72
4 210 -521.26 164.29
0 211 101.94 -541.1
1 211 98.45001 -527.38
0 212 -141.29 178.75
1 212 136.45 229.76
0 213 172.61 -574.5699
1 213 153.36 -584
7 213 184.66 -426.02
0 214 177.3 351.76
1 214 520.46 312.38
13 214 345.04 54.33002
0 215 256.5601 307.01
1 215 585.99 245.94
0 216 -279.09 30.64001
1 216 -48.04999 127.54
0 217 -120.67 -513.55
1 217 -100.59 -424.53
0 218 -296.64 -483.72
1 218 -248.69 -339.95
0 219 -328.17 48.97998
1 219 -87.53003 158.08
0 220 -395.58 -65.63
1 220 -189.11 70.01001
0 221 153.36 -247.39
1 221 230.58 -259.16
0 222 434.21 142.31
1 222 709.15 29.08002
0 223 293.26 -17.03998
1 223 450.6899 -77.58002
0 224 739.05 -287.23
1 224 875.04 -521.08
0 225 308.79 243.44
1 225 616.09 167.16
0 226 235.21 275.57
1 226 551.02 220.46
0 227 -215.68 -442.08
1 227 -161 -328.27
0 228 -145.85 -8.5
1 228 33.53998 59.56
0 229 220.64 198.3
1 229 505.11 147.77
0 230 692.89 -295.47
1 230 816.1801 -509.9301
0 231 463.5601 210.71
1 231 766.73 89.22
0 232 -296.37 39.53003
1 232 -60.73999 140.41
0 233 -263.26 42.92999
1 233 -28.58002 134.52
0 234 202.5601 491.47
1 234 591.42 449.19
0 235 -269.12 -535.22
1 235 -242.5 -395.33
0 236 651.6899 -257.64
1 236 784.2 -454.59
0 237 727.64 -293.97
1 237 858.12 -523.11
0 238 -157.49 176.66
1 238 120.09 231.87
0 239 743.75 -288.68
1 239 879.54 -524.25
0 240 -268.31 305.75
1 240 58.34003 384
0 241 -286.46 -7.809998
1 241 -77 95.29001
0 242 -107.67 309.33
1 242 217.36 346.05
0 243 -109.24 301.84
1 243 212.84 339.01
0 244 599.9 -357.08
1 244 683.78 -535.05
0 245 -351.82 282.57
1 245 -31.12 382.69
0 246 514.4301 -348.52
1 246 593.63 -492.78
0 247 462.03 228.43
1 247 771.0699 107.8
0 248 490.65 169.54
1 248 782.1 38.16998
0 249 -151.36 168.29
1 249 123.27 222.21
0 250 510.63 -90.37
1 250 696.96 -232.63
0 251 -260.46 -415.54
1 251 -191.93 -289.82
0 252 -107.36 579.01
2 252 -396.89 350.8
0 253 428.4 568.65
13 253 526.08 255.13
14 253 725.01 -143.95
0 254 -143.03 562.56
2 254 -429.84 332.75
11 254 19.03003 -214.02
0 255 -377.67 557.61
2 255 -663.92 331.41
5 255 43.59003 -90.88
8 255 -464.73 246.46
11 255 -181.16 -221.19
12 255 -741.13 528.05
14 255 -42.53998 -184.52
0 256 574.11 547.29
2 256 327.22 450.5
3 256 181.84 115.75
6 256 243.43 723.2
0 257 445.77 540.01
14 257 745.78 -171.93
0 258 -559.23 531.8
14 258 -216.15 -210.55
0 259 -537.69 526.24
5 259 -113.01 -120.37
13 259 -231.65 168.13
14 259 -196.5 -216.51
0 260 -309.76 515.7
2 260 -593.11 280.27
5 260 104.61 -133.32
7 260 -539.43 553.18
0 261 66.37 505.28
2 261 -231.04 266.69
3 261 -364.28 -66.15997
5 261 469.76 -142.94
6 261 -406.37 541.59
8 261 -110.77 204.19
9 261 -348.36 297.59
12 261 -234.29 524.07
0 262 716.05 497.77
6 262 467.6801 714.45
0 263 -313.07 487.57
7 263 -539.07 522.4
8 263 -409.66 181.52
0 264 -58.17999 481.45
2 264 -344.56 238.33
6 264 -541.52 485.44
0 265 149.58 474.25
2 265 -152.84 232.2
5 265 552.1801 -174.03
11 265 283.95 -280.19
14 265 459.29 -256.98
0 266 -532.98 463.44
7 266 -767.8 473.68
14 266 -200.62 -280.1
0 267 690.21 452.72
2 267 515.33 450.56
3 267 365.9 119.04
6 267 448.29 659.38
0 268 -253.68 442.81
2 268 -534.08 191.09
7 268 -471.83 481.58
12 268 -576.51 403.6
0 269 521.9 429.57
2 269 298.74 323.71
6 269 207.34 576.79
7 269 304.8 573.97
13 269 674.05 157.25
0 270 484.1 419.29
8 270 279.7 224.61
0 271 702.58 407.14
3 271 389.88 86.88
6 271 473.54 613.86
9 271 316.24 450.58
13 271 873.8 163.52
0 272 -357.96 397.44
2 272 -641.72 133.93
7 272 -572.54 421.73
0 273 -253.87 390.27
2 273 -532.12 126.47
7 273 -464.73 426.28
14 273 63.59998 -357.33
0 274 -356.95 382.56
2 274 -640.05 114.19
7 274 -569.2 405.73
10 274 -562.79 563.07
14 274 -38.94 -366.63
0 275 -198.3 366.22
2 275 -474.39 96.82001
10 275 -368.48 557.2
0 276 550.71 356.71
2 276 349.11 265.56
3 276 207.0699 -59.59998
6 276 262.94 503.36
7 276 343.16 507.82
9 276 154.11 317.14
11 276 661.48 -367.93
0 277 714.42 343.87
2 277 568.4399 363.41
3 277 419.17 39.60999
6 277 503.35 551.47
7 277 517.45 531.78
8 277 529.6801 267.8
12 277 583.87 561.98
0 278 714.3199 334.32
7 278 518.97 522.42
0 279 -457.43 323.94
7 279 -668.14 329.81
10 279 -678.33 483.14
12 279 -803.18 217.03
15 279 -694.87 519.76
0 280 83.58002 310.89
14 280 417.9301 -434.04
15 280 57.21002 574.34
0 281 -444.93 297.59
7 281 -650.82 303.24
0 282 69.03998 285.67
6 282 -316.85 271.73
11 282 216.91 -456.79
0 283 -192.25 267.48
11 283 -25.44 -475.74
14 283 129.02 -491.11
15 283 -316.81 475.7
0 284 866.53 252.63
2 284 739.75 340.77
0 285 47.40002 240.03
6 285 -311.08 214.85
0 286 629.5601 226.56
2 286 511.5699 219.2
3 286 370.35 -97.96002
6 286 431.96 397.91
10 286 620.62 473.97
13 286 824.1801 4.460022
0 287 28.75 207.97
6 287 -311.75 173.26
7 287 -145.53 284.02
10 287 -81.21002 389.34
14 287 392.49 -548.26
0 288 590.76 191.3
3 288 341.0699 -149.45
6 288 393.82 345.06
7 288 416.85 362.49
8 288 453.74 108.11
9 288 270.51 238.02
10 288 577.75 426.75
12 288 479.6899 353.59
15 288 772.8 484.54
0 289 -820.04 167.45
5 289 -477.89 -499.4301
0 290 658.77 154.14
10 290 660.75 391.16
12 290 568.52 338.46
15 290 872.46 443.51
0 291 750.49 145.51
2 291 659.6899 196.41
3 291 514.09 -114.57
7 291 578.8 348.23
9 291 422 269.36
10 291 769.7 391.32
12 291 674.39 363.67
0 292 704.54 134.45
2 292 616.33 164.58
3 292 473.67 -146.32
6 292 545.35 324.31
0 293 -51.27002 128.42
7 293 -170.35 224.45
8 293 33 34.38
9 293 -122.6 158.16
12 293 -148.99 181.39
15 293 -118.67 304.98
0 294 831.3101 119.92
2 294 746.03 206.75
3 294 594.65 -101.52
7 294 658.27 338.15
9 294 493.5601 280.87
0 295 -264.94 108
5 295 172.54 -578.3
15 295 -395.17 246.55
0 296 648.99 97.54999
2 296 568.17 101.23
6 296 489.11 262.89
10 296 652.5 323.21
12 296 570.27 272.58
0 297 745.04 88.31
2 297 670.84 139.38
7 297 580.7 292.72
10 297 767.33 323.01
0 298 745 79.20999
2 298 673.6 130.54
3 298 530.59 -177.05
7 298 581.9301 283.96
9 298 434.96 214.98
10 298 767.99 312.33
12 298 685.1 290.22
0 299 593.8101 69.96997
9 299 303.45 137.37
15 299 790.42 315.36
0 300 858.86 60.85999
2 300 789.96 165.22
0 301 701.4301 51.46997
12 301 642.62 242.74
0 302 520.84 40.53998
10 302 507.1801 244.08
13 302 734.51 -174.35
15 302 691.95 263.64
0 303 653.63 34.72998
3 303 455.11 -267.15
6 303 510.76 197.22
8 303 543.14 2.350006
9 303 367.39 136.21
12 303 591.61 207.6
0 304 514.14 29.52002
7 304 361.48 190.78
10 304 500.14 229.88
12 304 427.89 143.9
13 304 728.61 -185.01
15 304 683.86 247.22
0 305 700.75 20.59003
6 305 570.97 199.14
7 305 547.0699 219.31
8 305 588.74 8.329987
10 305 719.49 239.01
12 305 650.11 209.28
0 306 -317.54 13.91998
7 306 -451.3 43.08002
10 306 -465.57 125.02
15 306 -455.34 111.08
0 307 405.3 7.840027
7 307 288.59 172.05
15 307 526.25 203.15
0 308 724.97 -6.030029
2 308 678.09 36.34003
7 308 573.9399 198.52
12 308 684.2 188.9
0 309 -378.44 -20.38
7 309 -506.66 -1.039978
15 309 -534.37 56.22998
0 310 772.58 -29.09003
3 310 594.46 -263.32
7 310 622.51 185.9
10 310 808.28 188.32
0 311 879.92 -39.01001
7 311 723.84 197.3
0 312 107.76 -49.89001
6 312 108.4 0.5999756
10 312 36.76001 94.08002
12 312 123.52 49.97998
15 312 117.4 84.01999
0 313 -16.37 -61.19
2 313 145.03 -53.40002
7 313 -92.66998 47.90997
10 313 -105.61 68.20001
15 313 -48.03998 51.57001
0 314 90.12 -75.98999
8 314 252.98 -71.02002
10 314 18.60999 62.33002
15 314 97.08002 46.09998
0 315 -64.84998 -93.64001
2 315 105.8 -99.08002
7 315 -135.38 6.950012
10 315 -158.57 25.32001
13 315 323.91 -309.71
15 315 -109.26 1.02002
0 316 237.37 -106.12
7 316 165.27 46.90997
10 316 192.35 43.31
15 316 302.97 24.97998
0 317 -296.21 -123.26
2 317 -306.46 -350.98
8 317 -206.81 -310.31
0 318 187.84 -139.43
10 318 138.26 -0.3800049
12 318 238.74 -32.84003
0 319 79.03998 -155.36
2 319 298.3101 -107.64
7 319 23.20001 -25.98999
15 319 92.16998 -62.62
0 320 127.09 -175.26
7 320 73.40997 -38.96997
15 320 160.13 -83.97998
0 321 327.99 -200.24
7 321 268.5699 -29.53003
15 321 439.35 -92.14001
0 322 -20.71997 -212.11
3 322 140.69 -497.37
4 322 -423.28 -394.04
6 322 29.34998 -226.87
7 322 -66.51001 -101.19
10 322 -95.51001 -105.95
12 322 25.79999 -178.28
15 322 -34.70001 -152.64
0 323 -2.840027 -237.87
6 323 51.19 -254.12
7 323 -45.71002 -124.85
15 323 -6.76001 -185.23
0 324 267.24 -304.75
7 324 222.3101 -146.77
10 324 246.36 -181.45
15 324 371.74 -241.25
0 325 82.65997 -412.16
7 325 65.28998 -285.72
0 326 -307.42 -475.92
7 326 -319.11 -432.9399
0 327 -199.32 -528.86
7 327 -194.35 -461.28
10 327 -266.12 -491.45
0 328 111.1 -551.13
7 328 119.45 -416.55
0 329 -23.26001 -567.45
6 329 150.04 -657.46
10 329 -58.53998 -513.89
0 330 -347.93 581.64
2 330 -632.65 359.69
13 330 -81.35999 221.86
14 330 -12.69 -160.48
0 331 -225.82 568.19
5 331 189.63 -80.59003
12 331 -565.97 560.17
0 332 -441.05 554.3
7 332 -682.96 582.21
11 332 -234.14 -223.5
13 332 -154.73 195.56
14 332 -102.33 -188.03
0 333 -728.46 548.36
4 333 75.20001 46.51001
5 333 -396.86 -103.75
13 333 -462.45 164.19
14 333 -472.73 -205.04
0 334 -444.92 530.72
5 334 -23.84003 -116.77
0 335 -303.63 509.12
2 335 -586.75 272.19
5 335 109.86 -140.58
7 335 -532.23 546.59
8 335 -402.24 201.76
11 335 -119.94 -260.95
12 335 -645.79 478.17
0 336 778.89 490.64
6 336 541.6899 721.36
0 337 261.0601 469.55
2 337 -54.60999 228.71
5 337 664.1 -176.32
6 337 -190.45 535.19
7 337 26.84998 563.25
8 337 34.91998 177.76
9 337 -196.91 270.88
11 337 387.02 -279.23
12 337 -25.19 508.4
0 338 686.8199 452.26
2 338 512.22 448.85
3 338 362.8 117.77
6 338 444.36 658.88
8 338 484.02 339.56
9 338 292.39 479.6
13 338 853.1899 198.28
0 339 749.14 426.26
3 339 426.86 118.07
0 340 540.26 403.96
7 340 326.4 551.7
0 341 -498.2 383.5
5 341 -96.04999 -269.6
8 341 -570.96 74.14001
13 341 -207.58 48.26001
14 341 -178.08 -364.27
0 342 -196.5 363.63
12 342 -497.54 314.95
14 342 118.46 -385.31
0 343 799.9301 344.16
2 343 650.98 394.98
3 343 495.53 70.79999
7 343 599.05 546.01
9 343 411.04 436.62
12 343 678.79 590.59
0 344 653.5 328.04
2 344 510.4 325.13
3 344 365.1801 2.059998
6 344 435.3199 516.14
7 344 460.0699 506.41
8 344 480.96 237.55
9 344 292.85 373.52
10 344 642.77 598.66
11 344 759.3199 -391.59
12 344 518.39 524.14
13 344 836.08 92.95999
0 345 -572.57 300.71
10 345 -819.12 444.82
13 345 -271.12 -28.51001
0 346 784.66 283.47
3 346 500.66 15.85999
7 346 592.38 485.77
10 346 802.47 561.27
0 347 856.88 260.43
9 347 476.52 395.57
0 348 -39.67999 238.33
6 348 -417.38 186.72
7 348 -220.61 302.75
10 348 -164.62 418.89
12 348 -272.61 212.07
14 348 306.51 -517.8101
0 349 -27.07001 214.55
6 349 -384.92 163.41
0 350 687.58 173.6
6 350 515 360.41
7 350 513.8101 363.73
8 350 543.08 128.14
9 350 361.29 265.22
12 350 595.29 370.3
0 351 822.74 155.04
3 351 575.72 -75.03003
7 351 645.6 370.34
0 352 801.88 140.82
2 352 712.21 215.07
7 352 627.74 353.27
0 353 731.71 125.19
3 353 501.73 -140.93
6 353 578.9301 324.25
7 353 562.49 326.04
8 353 591.53 105.62
9 353 410.99 245.67
12 353 657.9301 334.76
0 354 643.62 112.64
2 354 558.23 113.73
3 354 420.17 -197.06
6 354 478.5601 277.96
7 354 479 296.75
8 354 517.83 63.84
9 354 338.28 196.7
10 354 645.34 340.71
12 354 560.51 287.72
13 354 852.79 -92.64001
15 354 855.46 382.78
0 355 794.03 93.79999
2 355 718.92 166.52
3 355 570.74 -140.34
7 355 626.55 306.97
9 355 471.09 246.34
10 355 825.3 334.99
0 356 748.9301 72.02002
2 356 679.39 125.29
3 356 536.49 -181.51
7 356 586.52 277.93
9 356 440.17 210.13
10 356 773.25 304.45
12 356 691.4 283.5
0 357 201.83 48.87
8 357 303.2 46.17001
10 357 135.39 218.45
13 357 540.38 -164.02
15 357 233.08 231.41
0 358 703.9301 33.96002
2 358 644.8199 65.38
6 358 571.28 214.76
10 358 722.84 254.57
12 358 650.24 224.05
0 359 562.28 22.07001
6 359 402.29 144.42
7 359 410.97 193.03
10 359 557.14 226.31
13 359 780.46 -184.76
15 359 751.98 243.57
0 360 683.0601 7.619995
3 360 494.1 -277.06
6 360 554.23 178.41
8 360 576.42 -8.320007
10 360 700.1899 222.52
0 361 100.06 -7.309998
6 361 84.19 45.06
8 361 243.6 -9.440002
10 361 25.02002 143.38
15 361 100.78 140.85
0 362 669.95 -29.37
2 362 627 -16.51001
6 362 548.27 132.02
8 362 573.24 -45.28
10 362 687.4301 177.9
12 362 627.51 141.86
0 363 666.86 -43.42999
8 363 573.38 -59.59003
0 364 -156.18 -62.40997
6 364 -222.09 -122.58
7 364 -239.9 17.78003
10 364 -268.14 51.78998
12 364 -208.02 -62.34998
13 364 225.9399 -293.53
15 364 -235.55 30.65002
0 365 106.78 -72.39001
2 365 290.66 -17.78003
13 365 478.61 -274.86
15 365 119 53.31
0 366 -391.1 -101.4
7 366 -499.98 -82.44
9 366 -475.41 -245.94
13 366 -41.54999 -365.12
15 366 -541.18 -55.20001
0 367 -147.74 -134.52
7 367 -212.74 -49.28998
10 367 -250.89 -30.90997
15 367 -216.15 -65.37
0 368 874.49 -161.88
7 368 734.46 80.29001
0 369 331.76 -188.05
6 369 375.12 -84.59998
12 369 405.95 -51.88
0 370 108.25 -210.45
4 370 -446.7 -500.0601
7 370 62.07001 -74.75
10 370 53.71002 -90.23999
13 370 500.1 -395.59
15 370 138.92 -133.19
0 371 138.53 -247.75
4 371 -483.73 -526.66
0 372 742.5 -353.21
7 372 651.53 -118.38
0 373 693.02 -418.11
7 373 622.9399 -183.97
0 374 506.79 -497.09
2 374 781.87 -405.7
12 374 673.46 -368.12
0 375 587.0699 -547.9
12 375 779.4 -393.54
0 376 -52.01001 -568.1801
7 376 -36.22998 -467.3
10 376 -91.97998 -518.53
0 377 421.62 583.39
2 377 63.75 352.98
3 377 -84.53998 18.03998
5 377 822.16 -49.34998
8 377 133.69 278.51
9 377 -100.96 382.78
11 377 520.39 -171.21
13 377 520.14 266.97
14 377 717 -129.78
0 378 579.51 556.37
2 378 330.9 459.85
13 378 716.17 266.24
0 379 -183.37 530.88
4 379 45.01001 -256.79
5 379 228.77 -117.63
7 379 -411.88 582.47
8 379 -303.85 224.35
11 379 -14.06 -240.7
12 379 -510.49 522.27
13 379 47.03003 187.28
0 380 67.77002 496.17
2 380 -228.82 256.07
3 380 -362.36 -76
4 380 8.090027 -401.01
5 380 470.96 -152.51
6 380 -403.09 530.22
7 380 -160.57 570.95
8 380 -108.5 195.81
9 380 -345.72 288.81
11 380 208.28 -264.57
12 380 -231.13 513.13
13 380 243.51 170.52
14 380 378.91 -237.3
0 381 749.75 477.87
3 381 412.59 157.49
0 382 -675.43 451.91
5 382 -333.43 -199.57
0 383 626.02 430.45
6 383 377.78 619.14
8 383 436.95 307.04
9 383 244.67 442.72
11 383 709.21 -295.8
0 384 -259.6 392.28
2 384 -537.83 129.05
4 384 -27.45001 -200.52
5 384 142.04 -265.26
11 384 -83.53003 -361.9
12 384 -574.72 340.53
13 384 -15.59998 64.90002
14 384 58.08002 -355.11
0 385 611.04 378.32
2 385 453.9399 355.06
3 385 309.15 28.72998
6 385 371.82 558.34
7 385 411.53 547.57
8 385 434.13 263.33
9 385 243.38 397.34
12 385 457.21 564.32
13 385 789.46 129.61
0 386 -210.49 353.51
5 386 187.19 -307.9
7 386 -415.69 392.43
8 386 -318.52 53.92999
10 386 -380.9 540.94
0 387 599.83 331.41
2 387 452.85 307
6 387 369.82 503.37
8 387 433.4399 223.96
9 387 244.67 356.01
0 388 -382.02 293.18
11 388 -197 -449.72
13 388 -117.27 -27.28998
14 388 -72.37 -464.67
0 389 93.63 266.92
7 389 -94.28003 348.79
11 389 239.84 -473.8
0 390 64.66998 247.11
6 390 -296.05 227.1
0 391 621.1 185.65
2 391 513.8199 175.99
3 391 374.16 -139.21
6 391 432.25 351.03
8 391 481.87 115.55
9 391 299.28 247.46
10 391 613.37 424.31
12 391 516.09 360.08
13 391 820.97 -31.77002
15 391 815.6 482.73
0 392 709.13 161.49
2 392 613.45 191.65
3 392 469.6899 -120.58
6 392 543.79 356.18
7 392 536.41 355.95
8 392 564.8199 127.2
9 392 383.08 265.53
10 392 719.45 404.21
12 392 623.7 367.1
0 393 4.450012 139.74
10 393 -103.99 304.74
13 393 345.4 -106.69
0 394 714.83 125.6
2 394 629.49 160.88
3 394 486.47 -149.26
6 394 559.61 318.76
7 394 546.59 322.83
8 394 577.4399 99.62
9 394 397.11 238.56
10 394 728.85 363.84
12 394 638.87 329.23
0 395 -35.65002 112.21
4 395 -194.73 -380.72
5 395 563.6899 -546.64
6 395 -145.49 122.53
7 395 -147.74 214.09
9 395 -85.96002 166.46
12 395 -115.74 176.19
15 395 -96.51001 285.5
0 396 839.9399 93.95999
7 396 669.95 315.98
12 396 786.95 341.6
0 397 -12.15997 71.33002
8 397 109.12 20.17999
10 397 -115.12 223.17
15 397 -59.97998 232.52
0 398 508.2 47.45001
7 398 353.49 206.57
10 398 492.3101 250.28
12 398 415.6899 161.53
13 398 720.5 -170
15 398 673.77 271.18
0 399 -112.22 32.78998
6 399 -224.74 -3.789978
7 399 -216.2 118.53
10 399 -227.36 167.84
12 399 -194.06 53.39001
13 399 245.58 -210.04
15 399 -187.86 166.17
0 400 664.63 5.719971
2 400 610.7 16.40997
6 400 532.14 168.26
8 400 559.84 -18.23999
9 400 385.3 117.13
12 400 611.84 177.91
0 401 47.37 -9.700012
2 401 205.25 29.46997
7 401 -34.58002 112.2
10 401 -37.21997 134.39
0 402 160.89 -34.59998
2 402 328.9301 33.21002
4 402 -319.62 -542.6801
6 402 158.88 34.22998
8 402 301.01 -21.60999
13 402 520.28 -237.06
0 403 242.27 -76.72998
6 403 247.01 8.780029
7 403 165.52 76.98999
12 403 274.1899 50.15997
13 403 590.99 -269.41
0 404 -90.21002 -106.02
7 404 -160.56 -11.59003
15 404 -140.28 -19.20001
0 405 -12.41998 -153.63
2 405 192.22 -142.9
7 405 -70.48999 -42.60999
10 405 -91.42999 -38.32001
15 405 -31.03003 -72.75
0 406 208.5601 -200.89
7 406 156.45 -48.90002
13 406 583.63 -380.17
15 406 274.95 -107.17
0 407 326.58 -262.39
7 407 269.99 -95.76001
0 408 475.49 -390.51
6 408 542.58 -289.2
7 408 422.71 -198.05
0 409 397.4 -509.03
2 409 699.77 -446.5601
0 410 -232.22 578.92
4 410 74.29999 -233.92
11 410 -57.44 -202.33
13 410 9.030029 225.07
0 411 -560.43 548.31
4 411 78.48999 -59.96002
5 411 -131.06 -98.15002
13 411 -248.5 185.38
14 411 -214.93 -194.63
0 412 -304.52 519.66
2 412 -587.97 284.91
4 412 46.60999 -189.01
5 412 109.73 -129.72
7 412 -534.41 557.83
8 412 -402.65 212.41
12 412 -648.12 491.68
0 413 -58.67999 487.21
4 413 11.46002 -323.79
5 413 345.85 -164.79
6 413 -543.23 492.04
7 413 -283.23 547.84
8 413 -205.32 183.39
11 413 95.21997 -276.24
0 414 10.03003 474.34
4 414 -0.7999878 -363.69
5 414 413.39 -176.55
6 414 -463.3 490.25
7 414 -213.95 542.6
8 414 -150.84 174.89
11 414 156.87 -285.53
13 414 198.24 148.75
14 414 323.4301 -261.81
0 415 502.1 447.4
2 415 271.99 332.73
3 415 130.47 3.049988
8 415 291.03 251.88
9 415 86.09998 372.31
11 415 600.08 -286.72
12 415 287.66 577.97
13 415 652.61 169.77
0 416 666.17 412.62
2 416 501.65 406.41
3 416 354.1899 77.92999
6 416 429.89 610.37
8 416 474.76 304.27
9 416 284.0699 442.34
11 416 750.5 -309.86
12 416 512.3 617.53
13 416 838.1 163.67
0 417 672.61 364.36
2 417 521.46 364.72
3 417 374.4399 39.19
7 417 474.33 543.12
11 417 768.54 -356.67
0 418 -348.41 327.4
7 418 -552.95 348.35
10 418 -544.04 496.35
11 418 -165.82 -419.32
13 418 -88.69 4.619995
14 418 -35.14001 -426.68
15 418 -543.83 538.99
0 419 -561.44 282.83
7 419 -770.71 273.92
10 419 -801.96 423.87
13 419 -264.03 -42.87
14 419 -256.24 -474.9301
15 419 -833.94 448.5
0 420 -542.13 250.58
14 420 -238.72 -511.92
0 421 852.08 213.77
2 421 737.98 301.47
3 421 581.4301 -13.84998
7 421 665.42 431.1
9 421 484.98 359.61
12 421 769.87 473.04
0 422 602.95 164.25
2 422 497.11 146.28
3 422 359.0601 -168
8 422 467.6801 91.64001
13 422 805.76 -53.07001
0 423 747.3199 126.18
3 423 517.08 -133.49
7 423 578.25 329.06
0 424 274.47 96.57001
7 424 161.54 248.57
10 424 215.04 282.04
13 424 583.28 -120.72
15 424 329.8199 307.8
0 425 672.27 57.06
2 425 604.9399 72.45001
6 425 528.0601 226.79
7 425 514.39 248.56
0 426 -301.77 23.10999
4 426 -232.71 -162.03
7 426 -436.77 54.91998
10 426 -449.06 137.88
15 426 -434.7 125.61
0 427 707.08 2.72998
2 427 657.05 35.28998
3 427 520.5699 -268.91
9 427 422.92 134.47
12 427 661.6899 190.86
0 428 875.21 -15.5
3 428 679.91 -198.39
7 428 716.39 218.72
9 428 563.61 195.43
0 429 -173.22 -47.59998
2 429 -64.82001 -110.94
4 429 -283.59 -275.46
6 429 -251.88 -114.06
7 429 -260.89 28.95001
12 429 -238.31 -51.91998
15 429 -260.65 48.67999
0 430 693.3199 -91.77002
2 430 670.04 -68.98999
7 430 554.27 110.24
9 430 436.83 47.94
0 431 876.37 -158.17
3 431 736.59 -329.52
9 431 604.8199 82.20001
0 432 169.88 -230.83
10 432 128.16 -108.01
13 432 559.91 -408.49
15 432 225.84 -153.18
0 433 -122.04 -504.37
4 433 -647.94 -287.71
6 433 -1.320007 -637.49
9 433 85.19 -420.5
0 434 459.11 577.99
3 434 -56.79999 12.90002
11 434 555.16 -173.71
13 434 549.76 264.98
14 434 753.6 -133.15
0 435 231.99 539.63
2 435 -88.48999 305.51
14 435 536.1801 -185.45
0 436 16.75 500.39
2 436 -275.46 261.37
3 436 -407.2 -70.45001
5 436 421.15 -148.39
6 436 -460.34 525.25
7 436 -210.82 569.85
13 436 203.37 171.16
14 436 329.8 -235.03
0 437 515.12 451.19
3 437 143.68 11.52002
6 437 192.93 599.84
8 437 302.6 258.81
9 437 97.69 380.31
11 437 611.24 -282.79
0 438 461.8 379.29
2 438 240.89 250.81
6 438 141.2 500.73
7 438 250.39 514.95
8 438 266.01 186.11
9 438 62.28003 300.25
12 438 256.03 491.54
0 439 209.54 324.19
6 439 -177.52 353.23
9 439 -176.79 160.78
0 440 582.04 268.07
8 440 429.35 168.51
9 440 242.49 297.18
10 440 561.6899 518
12 440 449.28 436.42
13 440 771.78 34.10999
0 441 547.5 215.25
3 441 286.92 -149.37
7 441 370.39 378.09
8 441 408.86 111.92
9 441 224.8 241.16
0 442 706.86 146.08
3 442 467.85 -136.14
6 442 540.66 336.43
8 442 562.09 111.89
9 442 381.4399 249.96
12 442 620.61 346.46
0 443 -41.15997 120.67
