16 2211 8481
2 676 512.22 448.85
3 676 362.8 117.77
6 676 444.36 658.88
8 676 484.02 339.56
9 676 292.39 479.6
13 676 853.1899 198.28
0 677 741.66 436.15
2 677 571.67 453.67
9 677 340.09 485.98
0 678 749.14 426.26
3 678 426.86 118.07
0 679 868.8199 417.53
3 679 530.4301 148.04
0 680 540.26 403.96
7 680 326.4 551.7
0 681 -406.65 394.79
2 681 -694.04 130.08
10 681 -626.15 574.41
0 682 -498.2 383.5
5 682 -96.04999 -269.6
8 682 -570.96 74.14001
13 682 -207.58 48.26001
14 682 -178.08 -364.27
0 683 -142.74 369.91
13 683 77.66998 50.87
0 684 -196.5 363.63
12 684 -497.54 314.95
14 684 118.46 -385.31
0 685 -383.91 351.7
2 685 -668.33 75.28998
5 685 13.39001 -306.43
7 685 -592.91 370.38
8 685 -467.27 46.17001
10 685 -590.83 522.89
11 685 -195.52 -396.25
14 685 -68.46997 -399.21
15 685 -597.04 568.58
0 686 799.9301 344.16
2 686 650.98 394.98
3 686 495.53 70.79999
7 686 599.05 546.01
9 686 411.04 436.62
12 686 678.79 590.59
0 687 687.42 333.42
7 687 492.49 518.35
9 687 321.42 390.85
0 688 653.5 328.04
2 688 510.4 325.13
3 688 365.1801 2.059998
6 688 435.3199 516.14
7 688 460.0699 506.41
8 688 480.96 237.55
9 688 292.85 373.52
10 688 642.77 598.66
11 688 759.3199 -391.59
12 688 518.39 524.14
13 688 836.08 92.95999
0 689 -568.1 318.01
5 689 -175.91 -338.07
10 689 -816.63 467
11 689 -360.37 -422.62
14 689 -257.58 -435.7
15 689 -850.34 497.26
0 690 -572.57 300.71
10 690 -819.12 444.82
13 690 -271.12 -28.51001
0 691 872.2 293.07
2 691 732.6 376.56
3 691 571.8199 55.91998
0 692 784.66 283.47
3 692 500.66 15.85999
7 692 592.38 485.77
10 692 802.47 561.27
0 693 666.27 274.29
2 693 538.42 280.76
3 693 393.88 -38.71997
7 693 479.96 456.88
13 693 855.4399 49.84003
0 694 856.88 260.43
9 694 476.52 395.57
0 695 -14.65002 250.35
6 695 -394.71 207.58
10 695 -136.76 435.38
0 696 -39.67999 238.33
6 696 -417.38 186.72
7 696 -220.61 302.75
10 696 -164.62 418.89
12 696 -272.61 212.07
14 696 306.51 -517.8101
0 697 727.9301 229.25
2 697 613.25 264.61
3 697 465.74 -51.38
6 697 547.73 434.24
7 697 545.62 424.38
8 697 565.58 185.66
9 697 381.5 325.48
10 697 737.54 488.39
0 698 -27.07001 214.55
6 698 -384.92 163.41
0 699 -21.94 191.66
10 699 -139.39 364.52
13 699 214.98 -91.87
14 699 341.77 -568.6
0 700 687.58 173.6
6 700 515 360.41
7 700 513.8101 363.73
8 700 543.08 128.14
9 700 361.29 265.22
12 700 595.29 370.3
0 701 712.9 160.3
2 701 617.55 192.97
3 701 473.45 -119.12
6 701 548.33 355.24
7 701 540.3101 355.99
8 701 568.15 126.52
9 701 386.5601 265.19
12 701 628.01 365.9
0 702 822.74 155.04
3 702 575.72 -75.03003
7 702 645.6 370.34
0 703 829.08 144.64
2 703 736.98 229.49
7 703 653.23 361.91
9 703 485.59 299.38
0 704 801.88 140.82
2 704 712.21 215.07
7 704 627.74 353.27
0 705 761.6801 134.42
2 705 674.03 190.72
3 705 528.15 -119.59
9 705 434.6 264.79
10 705 783.76 379.54
12 705 689.71 355.59
0 706 731.71 125.19
3 706 501.73 -140.93
6 706 578.9301 324.25
7 706 562.49 326.04
8 706 591.53 105.62
9 706 410.99 245.67
12 706 657.9301 334.76
0 707 788.6801 118.53
2 707 705.41 188.04
3 707 557.6899 -120.91
7 707 618.3 329.64
9 707 460.35 263.67
12 707 724.21 348.68
0 708 643.62 112.64
2 708 558.23 113.73
3 708 420.17 -197.06
6 708 478.5601 277.96
7 708 479 296.75
8 708 517.83 63.84
9 708 338.28 196.7
10 708 645.34 340.71
12 708 560.51 287.72
13 708 852.79 -92.64001
15 708 855.46 382.78
0 709 815.4399 103.84
7 709 645.28 320.53
9 709 485.42 262.87
0 710 794.03 93.79999
2 710 718.92 166.52
3 710 570.74 -140.34
7 710 626.55 306.97
9 710 471.09 246.34
10 710 825.3 334.99
0 711 528.63 79.82999
6 711 343.7 195.58
7 711 369.15 242.4
0 712 748.9301 72.02002
2 712 679.39 125.29
3 712 536.49 -181.51
7 712 586.52 277.93
9 712 440.17 210.13
10 712 773.25 304.45
12 712 691.4 283.5
0 713 -481.95 61.94
7 713 -637.5 60.97998
0 714 201.83 48.87
8 714 303.2 46.17001
10 714 135.39 218.45
13 714 540.38 -164.02
15 714 233.08 231.41
0 715 506.8 39.60999
10 715 489.33 241.5
13 715 717.74 -177.01
15 715 671.92 260.28
0 716 703.9301 33.96002
2 716 644.8199 65.38
6 716 571.28 214.76
10 716 722.84 254.57
12 716 650.24 224.05
0 717 712.04 30.04999
2 717 653.83 65.66998
3 717 515.14 -239.57
6 717 581.65 213.62
7 717 557 230.59
8 717 596.89 20.95001
9 717 420.01 159.59
0 718 562.28 22.07001
6 718 402.29 144.42
7 718 410.97 193.03
10 718 557.14 226.31
13 718 780.46 -184.76
15 718 751.98 243.57
0 719 105.55 17.39001
4 719 -274.01 -497.78
8 719 240.33 11.35001
12 719 98.25 125.43
13 719 466.39 -197.03
0 720 683.0601 7.619995
3 720 494.1 -277.06
6 720 554.23 178.41
8 720 576.42 -8.320007
10 720 700.1899 222.52
0 721 -96.81 1.22998
7 721 -191.97 91.48001
0 722 100.06 -7.309998
6 722 84.19 45.06
8 722 243.6 -9.440002
10 722 25.02002 143.38
15 722 100.78 140.85
0 723 -65.17999 -16.90002
7 723 -153.47 81.29001
10 723 -166.85 114.36
15 723 -119.14 105.14
0 724 669.95 -29.37
2 724 627 -16.51001
6 724 548.27 132.02
8 724 573.24 -45.28
10 724 687.4301 177.9
12 724 627.51 141.86
0 725 775.02 -35.17999
2 725 739.46 33.16998
3 725 598.9301 -267.49
7 725 625.59 180.65
9 725 490.67 135.31
10 725 811.71 182.2
0 726 666.86 -43.42999
8 726 573.38 -59.59003
0 727 -174.89 -54.35999
6 727 -251.12 -121.31
7 727 -261.19 22.52002
15 727 -261.95 39.42999
0 728 -156.18 -62.40997
6 728 -222.09 -122.58
7 728 -239.9 17.78003
10 728 -268.14 51.78998
12 728 -208.02 -62.34998
13 728 225.9399 -293.53
15 728 -235.55 30.65002
0 729 869.46 -69.03003
7 729 718.39 166.9
9 729 575.45 150.57
0 730 106.78 -72.39001
2 730 290.66 -17.78003
13 730 478.61 -274.86
15 730 119 53.31
0 731 -332.03 -92.40002
7 731 -439.98 -62.40997
13 731 10.14001 -353.25
0 732 -391.1 -101.4
7 732 -499.98 -82.44
9 732 -475.41 -245.94
13 732 -41.54999 -365.12
15 732 -541.18 -55.20001
0 733 138.5699 -111.61
3 733 236.21 -359.34
7 733 72.39001 26.15997
0 734 -147.74 -134.52
7 734 -212.74 -49.28998
10 734 -250.89 -30.90997
15 734 -216.15 -65.37
0 735 759.6 -152.92
2 735 759.0601 -95.07001
9 735 511.5699 29.66998
12 735 762.33 39.91998
0 736 874.49 -161.88
7 736 734.46 80.29001
0 737 99.57001 -178.43
2 737 325.25 -129.67
3 737 236.49 -429.09
6 737 145.2 -146.14
8 737 291.47 -157.66
12 737 153.65 -101.91
0 738 331.76 -188.05
6 738 375.12 -84.59998
12 738 405.95 -51.88
0 739 22.5 -200.01
6 739 74.94 -196.03
7 739 -24.92999 -80.90997
10 739 -46.28998 -88.67999
12 739 74.53998 -149.33
15 739 21.27002 -131.22
0 740 108.25 -210.45
4 740 -446.7 -500.0601
7 740 62.07001 -74.75
10 740 53.71002 -90.23999
13 740 500.1 -395.59
15 740 138.92 -133.19
0 741 70.62 -229.66
7 741 29.94 -99.54999
13 741 473.53 -415.04
0 742 138.53 -247.75
4 742 -483.73 -526.66
0 743 264.4399 -308.34
10 743 242.45 -186.07
13 743 631.0699 -483.12
15 743 367.62 -246.59
0 744 742.5 -353.21
7 744 651.53 -118.38
0 745 691.1 -385.43
7 745 614.53 -155.48
0 746 693.02 -418.11
7 746 622.9399 -183.97
0 747 416.83 -452.3101
2 747 673.8 -399.59
6 747 523.02 -368.91
0 748 506.79 -497.09
2 748 781.87 -405.7
12 748 673.46 -368.12
0 749 -322.73 -527.9399
7 749 -321.68 -487.48
0 750 587.0699 -547.9
12 750 779.4 -393.54
0 751 -16.92999 -557.55
4 751 -725.81 -376.15
7 751 -3.710022 -449.61
9 751 213.3199 -415.53
10 751 -52.34998 -502.24
0 752 -52.01001 -568.1801
7 752 -36.22998 -467.3
10 752 -91.97998 -518.53
0 753 -42.20001 -581.28
7 753 -23.15997 -477.46
10 753 -79.17999 -532.3199
0 754 421.62 583.39
2 754 63.75 352.98
3 754 -84.53998 18.03998
5 754 822.16 -49.34998
8 754 133.69 278.51
9 754 -100.96 382.78
11 754 520.39 -171.21
13 754 520.14 266.97
14 754 717 -129.78
0 755 467.3101 569.34
8 755 165.47 268.09
9 755 -68.10999 371.67
0 756 579.51 556.37
2 756 330.9 459.85
13 756 716.17 266.24
0 757 514.66 548.9
2 757 262.47 431.86
3 757 118.86 97.17999
6 757 166.96 710.28
8 757 283.5 332.97
9 757 74.78998 457.89
11 757 593.98 -196.71
13 757 654.67 254.25
0 758 -183.37 530.88
4 758 45.01001 -256.79
5 758 228.77 -117.63
7 758 -411.88 582.47
8 758 -303.85 224.35
11 758 -14.06 -240.7
12 758 -510.49 522.27
13 758 47.03003 187.28
0 759 -21.72998 508.39
2 759 -312.36 269.86
4 759 21.32001 -347.34
6 759 -505.22 527.87
8 759 -177.78 205.4
9 759 -417.99 298.15
11 759 127.34 -257.49
0 760 67.77002 496.17
2 760 -228.82 256.07
3 760 -362.36 -76
4 760 8.090027 -401.01
5 760 470.96 -152.51
6 760 -403.09 530.22
7 760 -160.57 570.95
8 760 -108.5 195.81
9 760 -345.72 288.81
11 760 208.28 -264.57
12 760 -231.13 513.13
13 760 243.51 170.52
14 760 378.91 -237.3
0 761 279.67 485.89
14 761 586.91 -238.26
0 762 749.75 477.87
3 762 412.59 157.49
0 763 825.12 464.65
2 763 642.78 504.89
3 763 481.83 171.1
8 763 594.9301 384.07
9 763 402.17 529.37
0 764 -675.43 451.91
5 764 -333.43 -199.57
0 765 484.8 438.31
2 765 253.63 317.46
3 765 113.22 -12.28003
0 766 626.02 430.45
6 766 377.78 619.14
8 766 436.95 307.04
9 766 244.67 442.72
11 766 709.21 -295.8
0 767 669.27 417.85
2 767 504.2 412.67
3 767 356.28 84.41998
6 767 432.62 618.1
8 767 476.59 310.04
9 767 285.87 448.17
0 768 -259.6 392.28
2 768 -537.83 129.05
4 768 -27.45001 -200.52
5 768 142.04 -265.26
11 768 -83.53003 -361.9
12 768 -574.72 340.53
13 768 -15.59998 64.90002
14 768 58.08002 -355.11
0 769 10.03998 383.06
2 769 -271.53 122.93
6 769 -445.57 370.48
7 769 -201.97 448.6
11 769 161.61 -367.21
13 769 199.38 70.26001
0 770 611.04 378.32
2 770 453.9399 355.06
3 770 309.15 28.72998
6 770 371.82 558.34
7 770 411.53 547.57
8 770 434.13 263.33
9 770 243.38 397.34
12 770 457.21 564.32
13 770 789.46 129.61
0 771 784.8199 367.19
2 771 630.48 409.27
9 771 393.08 448.6
0 772 -210.49 353.51
5 772 187.19 -307.9
7 772 -415.69 392.43
8 772 -318.52 53.92999
10 772 -380.9 540.94
0 773 616.9 337.62
3 773 326.3101 -4.599976
6 773 388.65 515.96
7 773 422.87 509.35
8 773 447 234.08
9 773 258.45 367.57
10 773 598.65 605.6
11 773 721.35 -383.54
12 773 473.04 523.01
13 773 799.2 96.45999
0 774 599.83 331.41
2 774 452.85 307
6 774 369.82 503.37
8 774 433.4399 223.96
9 774 244.67 356.01
0 775 534.78 313.45
7 775 332.8101 462.6
10 775 502.6801 568.47
0 776 -382.02 293.18
11 776 -197 -449.72
13 776 -117.27 -27.28998
14 776 -72.37 -464.67
0 777 603.35 281.44
3 777 327.4399 -59.64001
7 777 416.89 452.48
9 777 258.9 318.02
10 777 584.91 537.94
0 778 93.63 266.92
7 778 -94.28003 348.79
11 778 239.84 -473.8
0 779 759.5699 261.09
2 779 636.51 306.47
3 779 486.21 -11.95001
7 779 571.59 460.22
8 779 585.48 220.08
9 779 399.3199 362.23
10 779 773.64 530.38
12 779 657.64 496.85
0 780 64.66998 247.11
6 780 -296.05 227.1
0 781 647.67 211.22
2 781 535.84 213.12
9 781 317.34 279.4
13 781 844.7 -5.950012
15 781 851.15 522.28
0 782 621.1 185.65
2 782 513.8199 175.99
3 782 374.16 -139.21
6 782 432.25 351.03
8 782 481.87 115.55
9 782 299.28 247.46
10 782 613.37 424.31
12 782 516.09 360.08
13 782 820.97 -31.77002
15 782 815.6 482.73
0 783 420.01 168.88
7 783 241.5 303.76
10 783 378.74 383.47
0 784 709.13 161.49
2 784 613.45 191.65
3 784 469.6899 -120.58
6 784 543.79 356.18
7 784 536.41 355.95
8 784 564.8199 127.2
9 784 383.08 265.53
10 784 719.45 404.21
12 784 623.7 367.1
0 785 -115.25 150.25
7 785 -276.58 208.01
9 785 -359.71 -6.25
13 785 143.6 -132.57
0 786 4.450012 139.74
10 786 -103.99 304.74
13 786 345.4 -106.69
0 787 790.66 135.73
7 787 617.92 346.36
10 787 818.5 384
0 788 714.83 125.6
2 788 629.49 160.88
3 788 486.47 -149.26
6 788 559.61 318.76
7 788 546.59 322.83
8 788 577.4399 99.62
9 788 397.11 238.56
10 788 728.85 363.84
12 788 638.87 329.23
0 789 -276.53 120.02
4 789 -179.01 -178.55
0 790 -35.65002 112.21
4 790 -194.73 -380.72
5 790 563.6899 -546.64
6 790 -145.49 122.53
7 790 -147.74 214.09
9 790 -85.96002 166.46
12 790 -115.74 176.19
15 790 -96.51001 285.5
0 791 760.25 104.63
2 791 681.12 161.84
3 791 536.22 -146.53
7 791 593.41 310.88
10 791 784.41 343.82
12 791 695.53 322.89
0 792 839.9399 93.95999
7 792 669.95 315.98
12 792 786.95 341.6
0 793 524.8101 83.45001
6 793 338.28 198.6
7 793 365.7 245.11
10 793 509.17 294.06
15 793 692.99 323.75
0 794 -12.15997 71.33002
8 794 109.12 20.17999
10 794 -115.12 223.17
15 794 -59.97998 232.52
0 795 778.61 55.35999
2 795 715.04 123.19
3 795 570.74 -182.23
7 795 617.23 267.49
9 795 469.55 209.58
10 795 809.92 288.07
12 795 730.3101 275.78
0 796 508.2 47.45001
7 796 353.49 206.57
10 796 492.3101 250.28
12 796 415.6899 161.53
13 796 720.5 -170
15 796 673.77 271.18
0 797 799.5699 39.78998
7 797 638.95 256.78
9 797 489.6 208.08
0 798 -112.22 32.78998
6 798 -224.74 -3.789978
7 798 -216.2 118.53
10 798 -227.36 167.84
12 798 -194.06 53.39001
13 798 245.58 -210.04
15 798 -187.86 166.17
0 799 557.91 22.53003
6 799 396.41 142.05
7 799 406.46 192.17
10 799 551.97 225.69
12 799 482.35 152.91
13 799 775.48 -185.5
0 800 664.63 5.719971
2 800 610.7 16.40997
6 800 532.14 168.26
8 800 559.84 -18.23999
9 800 385.3 117.13
12 800 611.84 177.91
0 801 49.73999 -3.25
7 801 -32.66998 119.13
0 802 47.37 -9.700012
2 802 205.25 29.46997
7 802 -34.58002 112.2
10 802 -37.21997 134.39
0 803 -384.62 -20.37
2 803 -491.52 -286.81
7 803 -513.11 -2.109985
8 803 -346.33 -252.66
13 803 -54.78998 -294.54
15 803 -542.67 55.10999
0 804 160.89 -34.59998
2 804 328.9301 33.21002
4 804 -319.62 -542.6801
6 804 158.88 34.22998
8 804 301.01 -21.60999
13 804 520.28 -237.06
0 805 -467.51 -50.75
7 805 -594.2 -46.29999
13 805 -124.45 -326.78
0 806 242.27 -76.72998
6 806 247.01 8.780029
7 806 165.52 76.98999
12 806 274.1899 50.15997
13 806 590.99 -269.41
0 807 -31.96997 -93.09003
7 807 -101.9 13.84998
15 807 -65.32001 6.400024
0 808 -90.21002 -106.02
7 808 -160.56 -11.59003
15 808 -140.28 -19.20001
0 809 -108.71 -130.66
3 809 -5.150024 -458.86
6 809 -116.45 -173.74
7 809 -171.98 -37.91998
10 809 -203.51 -21.37
15 809 -161.21 -54.26001
0 810 -12.41998 -153.63
2 810 192.22 -142.9
7 810 -70.48999 -42.60999
10 810 -91.42999 -38.32001
15 810 -31.03003 -72.75
0 811 654.89 -179
7 811 535.29 22.90002
0 812 208.5601 -200.89
7 812 156.45 -48.90002
13 812 583.63 -380.17
15 812 274.95 -107.17
0 813 245.4301 -231.6
6 813 320.32 -150.88
8 813 430.71 -168.05
10 813 213.7 -100.72
12 813 338.48 -115.61
15 813 328.59 -144.7
0 814 326.58 -262.39
7 814 269.99 -95.76001
0 815 169.41 -316.62
7 815 133.71 -173.9
10 815 134.7 -205.89
15 815 238.42 -269.39
0 816 475.49 -390.51
6 816 542.58 -289.2
7 816 422.71 -198.05
0 817 553.1801 -418.35
10 817 585.74 -281.79
12 817 679.33 -276.3
15 817 785.52 -362.54
0 818 397.4 -509.03
2 818 699.77 -446.5601
0 819 -14.62 -554.04
4 819 -722.56 -377.71
7 819 -2.830017 -445.4301
9 819 212.15 -412.28
0 820 -232.22 578.92
4 820 74.29999 -233.92
11 820 -57.44 -202.33
13 820 9.030029 225.07
0 821 -163.56 563.64
2 821 -449.61 334.6
3 821 -574.25 4.969971
4 821 61.34998 -270.32
5 821 249.24 -85.27002
12 821 -494.71 562.41
13 821 62.28003 215.1
14 821 159.3 -175.43
0 822 -560.43 548.31
4 822 78.48999 -59.96002
5 822 -131.06 -98.15002
13 822 -248.5 185.38
14 822 -214.93 -194.63
0 823 -109.36 537.36
2 823 -396.42 302.89
3 823 -523.43 -27.03998
4 823 43.34003 -298.81
5 823 299.86 -111.62
8 823 -246.49 230.13
11 823 49.08002 -235.07
12 823 -430.01 538.15
0 824 -304.52 519.66
2 824 -587.97 284.91
4 824 46.60999 -189.01
5 824 109.73 -129.72
7 824 -534.41 557.83
8 824 -402.65 212.41
12 824 -648.12 491.68
0 825 723.33 504.9
2 825 534.75 506.03
3 825 381.98 170.08
6 825 474.14 722.69
8 825 504.38 386.07
9 825 311.36 528.5
11 825 780.46 -224.1
0 826 -58.67999 487.21
4 826 11.46002 -323.79
5 826 345.85 -164.79
6 826 -543.23 492.04
7 826 -283.23 547.84
8 826 -205.32 183.39
11 826 95.21997 -276.24
0 827 528.46 480.94
6 827 202.21 637.03
9 827 103.59 408.31
0 828 10.03003 474.34
4 828 -0.7999878 -363.69
5 828 413.39 -176.55
6 828 -463.3 490.25
7 828 -213.95 542.6
8 828 -150.84 174.89
11 828 156.87 -285.53
13 828 198.24 148.75
14 828 323.4301 -261.81
0 829 -226.57 461.91
4 829 9.150024 -225.8
5 829 180.73 -190.88
7 829 -446.85 504.39
8 829 -337.27 160.16
11 829 -53.56 -300.59
12 829 -548.68 430.62
0 830 502.1 447.4
2 830 271.99 332.73
3 830 130.47 3.049988
8 830 291.03 251.88
9 830 86.09998 372.31
11 830 600.08 -286.72
12 830 287.66 577.97
13 830 652.61 169.77
0 831 -415.06 421.4
5 831 -8.919983 -230.84
0 832 666.17 412.62
2 832 501.65 406.41
3 832 354.1899 77.92999
6 832 429.89 610.37
8 832 474.76 304.27
9 832 284.0699 442.34
11 832 750.5 -309.86
12 832 512.3 617.53
13 832 838.1 163.67
0 833 19.65997 385.1
2 833 -263.04 125.31
5 833 420.48 -273.04
8 833 -137.06 91.85999
12 833 -262.91 374.74
13 833 206.73 72.09998
14 833 332.71 -357.53
0 834 672.61 364.36
2 834 521.46 364.72
3 834 374.4399 39.19
7 834 474.33 543.12
11 834 768.54 -356.67
0 835 -563 347.52
4 835 -26.48999 -33.92999
5 835 -165.87 -306.45
11 835 -353.38 -397.35
0 836 -348.41 327.4
7 836 -552.95 348.35
10 836 -544.04 496.35
11 836 -165.82 -419.32
13 836 -88.69 4.619995
14 836 -35.14001 -426.68
15 836 -543.83 538.99
0 837 776.73 303.78
2 837 641.1801 351.86
3 837 488.3101 30.96997
6 837 584.8199 527.34
7 837 582.47 503.78
8 837 590.37 256.92
9 837 402.9301 399.91
10 837 792.35 584.44
12 837 663.39 540.44
0 838 -561.44 282.83
7 838 -770.71 273.92
10 838 -801.96 423.87
13 838 -264.03 -42.87
14 838 -256.24 -474.9301
15 838 -833.94 448.5
0 839 -5.210022 271.89
4 839 -117.98 -347.03
6 839 -398.86 234.77
10 839 -128.15 462.08
15 839 -59.79999 507.46
0 840 -542.13 250.58
14 840 -238.72 -511.92
0 841 858.72 236.12
7 841 668.37 453.73
9 841 483.51 378.28
0 842 852.08 213.77
2 842 737.98 301.47
3 842 581.4301 -13.84998
7 842 665.42 431.1
9 842 484.98 359.61
12 842 769.87 473.04
0 843 834.15 176.92
3 843 578.33 -51.08002
7 843 653.4 393.01
0 844 602.95 164.25
2 844 497.11 146.28
3 844 359.0601 -168
8 844 467.6801 91.64001
13 844 805.76 -53.07001
0 845 704.89 139.59
2 845 615.15 169.65
3 845 472.15 -141.56
6 845 544.13 329.86
8 845 565.5699 107.23
9 845 385.3 245.36
10 845 716.23 379.12
12 845 623.4301 339.99
0 846 747.3199 126.18
3 846 517.08 -133.49
7 846 578.25 329.06
0 847 763.4301 108.46
2 847 683.04 166.78
3 847 537.67 -141.64
7 847 595.4399 315.31
10 847 787.78 348.77
0 848 274.47 96.57001
7 848 161.54 248.57
10 848 215.04 282.04
13 848 583.28 -120.72
15 848 329.8199 307.8
0 849 556.3 80.32999
6 849 378.84 206.93
7 849 397.13 247.39
8 849 444.1 1.980011
10 849 545.99 292.57
12 849 465.91 217.1
13 849 766.9 -133.65
15 849 737.2 323.22
0 850 672.27 57.06
2 850 604.9399 72.45001
6 850 528.0601 226.79
7 850 514.39 248.56
0 851 714.36 42.85999
2 851 652.65 79.78003
7 851 557.23 243.32
8 851 595.8199 32.39001
9 851 418.26 171.44
10 851 734.22 266.58
12 851 659.6801 238.31
0 852 -301.77 23.10999
4 852 -232.71 -162.03
7 852 -436.77 54.91998
10 852 -449.06 137.88
15 852 -434.7 125.61
0 853 697.33 10.67999
2 853 645.09 38.52002
3 853 508.16 -266.1
6 853 570.1801 186.71
7 853 545.25 208.99
8 853 588.6801 -1.089996
9 853 413.2 136.61
10 853 716.5601 227
12 853 649.12 196.31
0 854 707.08 2.72998
2 854 657.05 35.28998
3 854 520.5699 -268.91
9 854 422.92 134.47
12 854 661.6899 190.86
0 855 517.1 0.6300049
7 855 370.84 164.38
10 855 506.71 196.82
0 856 875.21 -15.5
3 856 679.91 -198.39
7 856 716.39 218.72
9 856 563.61 195.43
0 857 720.26 -33.28998
2 857 681.28 6.48999
3 857 545.8199 -296.24
7 857 573.01 171.27
9 857 444.38 110.96
10 857 747 178.2
0 858 -173.22 -47.59998
2 858 -64.82001 -110.94
4 858 -283.59 -275.46
6 858 -251.88 -114.06
7 858 -260.89 28.95001
12 858 -238.31 -51.91998
15 858 -260.65 48.67999
0 859 784.6 -66.78998
2 859 759.28 6.609985
0 860 693.3199 -91.77002
2 860 670.04 -68.98999
7 860 554.27 110.24
9 860 436.83 47.94
0 861 796.39 -141.87
3 861 658.92 -359.15
0 862 876.37 -158.17
3 862 736.59 -329.52
9 862 604.8199 82.20001
0 863 -10.85999 -200.68
7 863 -57.21002 -86.90002
10 863 -84.77002 -92.65997
13 863 394.04 -396.99
0 864 169.88 -230.83
10 864 128.16 -108.01
13 864 559.91 -408.49
15 864 225.84 -153.18
0 865 378.12 -364.86
6 865 441.52 -293.4
10 865 380.0601 -238.24
0 866 -122.04 -504.37
4 866 -647.94 -287.71
6 866 -1.320007 -637.49
9 866 85.19 -420.5
0 867 161.78 -554.59
6 867 334.44 -565.46
0 868 459.11 577.99
3 868 -56.79999 12.90002
11 868 555.16 -173.71
13 868 549.76 264.98
14 868 753.6 -133.15
0 869 -144.5 564.2
2 869 -431.68 336.44
0 870 231.99 539.63
2 870 -88.48999 305.51
14 870 536.1801 -185.45
0 871 -611.68 528.6
14 871 -265.77 -213.87
0 872 16.75 500.39
2 872 -275.46 261.37
3 872 -407.2 -70.45001
5 872 421.15 -148.39
6 872 -460.34 525.25
7 872 -210.82 569.85
13 872 203.37 171.16
14 872 329.8 -235.03
0 873 783.5699 472.03
2 873 601.54 497.47
3 873 443.79 163.6
6 873 549.71 702.92
0 874 515.12 451.19
3 874 143.68 11.52002
6 874 192.93 599.84
8 874 302.6 258.81
9 874 97.69 380.31
11 874 611.24 -282.79
0 875 686.71 413.77
8 875 491.8101 312.58
9 875 301.35 451.3
0 876 461.8 379.29
2 876 240.89 250.81
6 876 141.2 500.73
7 876 250.39 514.95
8 876 266.01 186.11
9 876 62.28003 300.25
12 876 256.03 491.54
0 877 -328.68 344.1
4 877 -48.22998 -157.57
5 877 67.87 -316.1
7 877 -534.76 368.75
8 877 -418.92 39.19
15 877 -517.82 566.23
0 878 209.54 324.19
6 878 -177.52 353.23
9 878 -176.79 160.78
0 879 -247.3 297.24
7 879 -445.54 328.51
11 879 -74.13 -448.04
13 879 -8.530029 -18.64001
14 879 62.14001 -460.39
15 879 -396.22 509.55
0 880 582.04 268.07
8 880 429.35 168.51
9 880 242.49 297.18
10 880 561.6899 518
12 880 449.28 436.42
13 880 771.78 34.10999
0 881 658.61 240.19
2 881 539.89 248.07
7 881 477.08 422.72
8 881 504.28 174.46
9 881 320.01 309.24
10 881 654.95 493.59
13 881 852.16 20.83002
0 882 547.5 215.25
3 882 286.92 -149.37
7 882 370.39 378.09
8 882 408.86 111.92
9 882 224.8 241.16
0 883 -317.94 186.15
4 883 -137.1 -153.56
0 884 706.86 146.08
3 884 467.85 -136.14
6 884 540.66 336.43
8 884 562.09 111.89
9 884 381.4399 249.96
12 884 620.61 346.46
0 885 -280.45 134.49
7 885 -442.11 166.31
0 886 -41.15997 120.67
4 886 -189.29 -375.68
5 886 551.6801 -538.16
6 886 -162.11 127.9
10 886 -154.22 276.85
12 886 -128.7 182.22
15 886 -104.61 295.71
0 887 649.13 111.49
2 887 564.98 115.88
6 887 485.79 279.14
7 887 485.2 296.56
13 887 859.02 -92.57001
15 887 863.91 381.59
0 888 791.52 93.26001
2 888 715.55 165.48
3 888 568.49 -141.88
7 888 624.21 305.93
9 888 468.66 244.85
10 888 822.26 334.13
0 889 -280.69 69.97998
7 889 -426.94 104.2
0 890 3.289978 53.70001
4 890 -236.59 -414.85
6 890 -58.20001 76.33002
7 890 -90.77002 164.59
13 890 366.23 -177
0 891 568.49 45.47998
6 891 403.08 172.12
10 891 562.52 254.01
13 891 783.34 -162.76
15 891 758.13 277.43
0 892 677.02 27.58002
2 892 617.58 44.70001
3 892 481.75 -261.29
6 892 541.27 196.74
7 892 522.8199 221.09
8 892 566.55 4.959991
9 892 390.6 140.96
10 892 690.41 244.85
0 893 868.13 17.34998
2 893 813.13 127.54
3 893 663.04 -173.42
7 893 705.96 247.97
9 893 549.22 216.75
0 894 -372.22 -8.159973
2 894 -484.31 -273.07
7 894 -502.83 12.46002
13 894 -46.91998 -283
15 894 -526.94 73.88
0 895 -442.78 -23.92999
10 895 -609.74 67.41998
13 895 -107.31 -300.72
15 895 -620.47 43.53998
0 896 34.62 -40.04999
4 896 -303.83 -439.3
7 896 -43.92999 80.64001
10 896 -49.65002 98.96002
13 896 409 -252.46
0 897 -471.97 -54.20001
2 897 -587.07 -342
8 897 -425.78 -297.98
0 898 717.54 -71.52002
2 898 689.9399 -34.83002
3 898 557.26 -335.92
7 898 575.37 134.21
9 898 452.53 77.15997
10 898 746.5601 133.6
12 898 693.04 112.63
0 899 -68.90997 -100.51
7 899 -139.4 -0.9199829
10 899 -163.02 16.97998
13 899 319.99 -316.86
15 899 -114.21 -8.27002
0 900 196.26 -123.86
13 900 558.6899 -314.22
